Pedigree	SFGL_ID	SEQ #	Survey Date	River	Survey Type	Crew Initials	Crew Initials	Start Time	End Time	Water Temp	Reach	Fish ID	Time Collected	Clipped (Y/N)	F.L (cm)	Sex (M/F)	DNA Sampled (Y/N)	Scale Sampled (Y/N)	Otolith (Y/N)	Egg Retention % (F only)	ODFW CWT number	Floy Tag (Y/N)	Floy tag color	Floy tag number	Comments	Entered By	Date Entered	Checked By	Date Checked
OtsCC19MCKR	OtsCC19MCKR_1327	262	10/1/2019	McKenzie	Raft	BL	EP	13:45	16:45	7.8	Paradise to McKenzie Trail	1327	15:25	N	74	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1328	263	10/1/2019	McKenzie	Raft	BL	EP	13:45	16:45	7.8	Paradise to McKenzie Trail	1328	15:25	N	82	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1329	264	10/1/2019	McKenzie	Raft	BL	EP	14:45	16:00	7.1	McKenzie Trail to McKenzie Bridge	1329	15:25	N	77	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1710	265	10/1/2019	McKenzie	Raft	BL	EP	14:45	16:00	7.1	McKenzie Trail to McKenzie Bridge	1710	15:25	N	74	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_0476	266	10/1/2019	McKenzie	Raft	BL	EP	14:45	16:00	7.1	McKenzie Trail to McKenzie Bridge	476	15:25	N	87	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1370	267	10/1/2019	McKenzie	Raft	BL	EP	14:45	16:00	7.1	McKenzie Trail to McKenzie Bridge	1370	15:25	N	82	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1461	268	10/1/2019	McKenzie	Raft	PH	CZ	15:25	16:38	12.0	South Fork McKenzie to Forrest Glen	1461	16:30	N	81	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1462	269	10/1/2019	McKenzie	Raft	PH	CZ	15:25	16:38	12.0	South Fork McKenzie to Forrest Glen	1462	16:30	N	75	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	DNA FROM PECTORAL FIN	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1463	270	10/1/2019	McKenzie	Raft	PH	CZ	15:25	16:38	12.0	South Fork McKenzie to Forrest Glen	1463	16:30	N	83	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	BROKEN OTOLITHS	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1465	271	10/1/2019	McKenzie	Raft	PH	CZ	15:25	16:38	12.0	South Fork McKenzie to Forrest Glen	1465	16:30	N	77	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	DNA FROM PECTORAL FIN	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1466	272	10/1/2019	McKenzie	Raft	PH	CZ	15:25	16:38	12.0	South Fork McKenzie to Forrest Glen	1466	16:30	N	85	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_1930	273	10/2/2019	South Fork McKenzie 	Walk	PH	EP	10:00	13:30	9.9	Bridge to Mouth	1930	10:10	Y	74	M	Y	Y	N	N/A	N/A	N	N/A	N/A	Phase 1 to Mouth	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_1929	274	10/2/2019	South Fork McKenzie 	Walk	PH	EP	10:00	13:30	9.9	Bridge to Mouth	1929	10:52	N	78	F	Y	Y	Y	0	N/A	N	N/A	N/A	Phase 1 to Mouth	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_1928	275	10/2/2019	South Fork McKenzie 	Walk	PH	EP	10:00	13:30	9.9	Bridge to Mouth	1928	11:00	N	70	F	Y	Y	Y	0	N/A	N	N/A	N/A	Phase 1 to Mouth	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_1927	276	10/2/2019	South Fork McKenzie 	Walk	PH	EP	10:00	13:30	9.9	Bridge to Mouth	1927	11:20	N	82	F	Y	Y	Y	0	N/A	N	N/A	N/A	Phase 1 to Mouth	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_1926	277	10/2/2019	South Fork McKenzie 	Walk	PH	EP	10:00	13:30	9.9	Bridge to Mouth	1926	12:35	Y	71	F	Y	Y	N	0	N/A	N	N/A	N/A	Phase 1 to Mouth	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_1925	278	10/2/2019	South Fork McKenzie 	Walk	PH	EP	10:00	13:30	9.9	Bridge to Mouth	1925	12:55	N	82	F	Y	Y	Y	0	N/A	N	N/A	N/A	Phase 1 to Mouth	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_1924	279	10/2/2019	South Fork McKenzie 	Walk	PH	EP	10:00	13:30	9.9	Bridge to Mouth	1924	12:55	N	84	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	Phase 1 to Mouth	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_1923	280	10/2/2019	South Fork McKenzie 	Walk	PH	EP	10:00	13:30	9.9	Bridge to Mouth	1923	13:10	Y	75	F	Y	Y	N	0	N/A	N	N/A	N/A	DNA FROM PECTORAL- Phase 1 to Mouth	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MFWR	OtsCC19MFWR_1480	281	10/2/2019	Middle Fork Willamette	Raft & IK	AP,KH	BL	10:15	11:40	16.3	Dexter to Pengra Landing	1480	10:35	Y	73	UNKNOWN	Y	Y	N	UNKNOWN	19P_8003	N	N/A	N/A	Very decayed - scavenged	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1369	282	10/3/2019	Horse Creek	IK	BL	CZ	10:42	13:15	7.5	Bridge to Mouth	1369	11:46	N	71	F	Y	Y	Y	0	19P_8004	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_0473	283	10/3/2019	Horse Creek	IK	BL	CZ	10:42	13:15	7.5	Bridge to Mouth	473	11:01	N	87	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_0475	284	10/3/2019	Horse Creek	IK	BL	CZ	10:42	13:15	7.5	Bridge to Mouth	475	11:01	N	75	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1365	285	10/3/2019	Horse Creek	IK	BL	CZ	10:42	13:15	7.5	Bridge to Mouth	1365	11:46	N	83	M	Y	Y	Y	N/A	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1366	286	10/3/2019	Horse Creek	IK	BL	CZ	10:42	13:15	7.5	Bridge to Mouth	1366	11:46	N	78	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1367	287	10/3/2019	Horse Creek	IK	BL	CZ	10:42	13:15	7.5	Bridge to Mouth	1367	11:46	N	79	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1368	288	10/3/2019	Horse Creek	IK	BL	CZ	10:42	13:15	7.5	Bridge to Mouth	1368	11:46	N	77	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	only one otolith	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1361	289	10/3/2019	Horse Creek	IK	BL	CZ	10:42	13:15	7.5	Bridge to Mouth	1361	12:50	N	70	F	Y	Y	Y	0	N/A	N	N/A	N/A	Dna taken from pectoral	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1362	290	10/3/2019	Horse Creek	IK	BL	CZ	10:42	13:15	7.5	Bridge to Mouth	1362	12:50	N	77	M	Y	Y	Y	N/A	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1363	291	10/3/2019	Horse Creek	IK	BL	CZ	10:42	13:15	7.5	Bridge to Mouth	1363	12:50	N	80	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1364	292	10/3/2019	Horse Creek	IK	BL	CZ	10:42	13:15	7.5	Bridge to Mouth	1364	12:50	N	79	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_2171	293	10/9/2019	South Fork McKenzie 	IK	AP	BL	9:19	11:50	10.6	Dam to Bridge	2171	10:16	N	80	F	Y	Y	Y	0	N/A	N	N/A	N/A	Pic 1733 Camera 0170	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_2172	294	10/9/2019	South Fork McKenzie 	IK	AP	BL	9:19	11:50	10.6	Dam to Bridge	2172	10:16	N	85	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_2173	295	10/9/2019	South Fork McKenzie 	IK	AP	BL	9:19	11:50	10.6	Dam to Bridge	2173	10:16	Y	86	M	Y	Y	N	N/A	N/A	Y	BLUE	6525	Blue floy tag 6525	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_2174	296	10/9/2019	South Fork McKenzie 	IK	AP	BL	9:19	11:50	10.6	Dam to Bridge	2174	10:16	N	72	UNKNOWN	Y	Y	N	UNKNOWN	N/A	N	N/A	N/A	No Head, scavenged	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_2175	297	10/9/2019	South Fork McKenzie 	IK	AP	BL	9:19	11:50	10.6	Dam to Bridge	2175	10:16	N	80	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_2177	298	10/9/2019	South Fork McKenzie 	IK	AP	BL	9:19	11:50	10.6	Dam to Bridge	2177	10:16	Y	74	F	Y	Y	N	UNKNOWN	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_2178	299	10/9/2019	South Fork McKenzie 	IK	AP	BL	9:19	11:50	10.6	Dam to Bridge	2178	10:16	N	78	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_2180	300	10/9/2019	South Fork McKenzie 	IK	AP	BL	9:19	11:50	10.6	Dam to Bridge	2180	10:16	N	84	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_1629	301	10/9/2019	South Fork McKenzie 	IK	AP	BL	9:19	11:50	10.6	Dam to Bridge	1629	11:35	N	87	F	Y	Y	Y	0	N/A	Y	BLUE	1019	Blue floy tag 1019	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_1630	302	10/9/2019	South Fork McKenzie 	IK	AP	BL	9:19	11:50	10.6	Dam to Bridge	1630	11:35	N	86	M	Y	Y	Y	N/A	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_1628	303	10/9/2019	South Fork McKenzie 	IK	AP	BL	9:19	11:50	10.6	Dam to Bridge	1628	11:35	N	92	M	Y	Y	Y	N/A	N/A	Y	BLUE	1020	Blue Floy tag 1020	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_2176	304	10/9/2019	South Fork McKenzie 	IK	AP	BL	9:19	11:50	10.6	Dam to Bridge	2176	10:16	Y	69	F	Y	Y	N	0	19P_8053	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2091	305	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2091	10:30	Y	83	M	Y	Y	N	N/A	N/A	N	N/A	N/A	Snout Missing-no Snout	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2092	306	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2092	10:30	Y	79	F	Y	Y	N	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2093	307	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2093	10:30	Y	84	F	Y	Y	N	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2094	308	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2094	10:30	Y	72	F	Y	Y	N	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2095	309	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2095	10:30	Y	78	F	Y	Y	N	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2099	310	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2099	11:15	N	82	F	Y	Y	Y	0	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2100	311	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2100	11:15	N	90	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2096	312	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2096	11:50	Y	54	M	Y	Y	N	N/A	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2097	313	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2097	11:50	Y	73	F	Y	Y	N	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2098	314	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2098	11:50	Y	80	F	Y	Y	N	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2199	315	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2199	11:50	N	96	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2200	316	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2200	11:50	Y	76	F	Y	Y	N	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2194	317	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2194	12:40	N	65	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2195	318	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2195	12:40	N	86	F	Y	Y	Y	5	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2196	319	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2196	12:40	N	89	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2191	320	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2191	12:40	N	51	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2192	321	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2192	12:40	N	81	F	Y	Y	Y	0	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2193	322	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2193	12:40	N	84	F	Y	Y	Y	0	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2197	323	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2197	12:40	Y	76	F	Y	Y	N	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2198	324	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2198	12:40	N	78	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2061	325	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2061	12:40	Y	73	F	Y	Y	N	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2064	326	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2064	14:00	N	96	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2063	327	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2063	14:00	N	80	F	Y	Y	Y	0	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2062	328	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2062	14:00	N	74	F	Y	Y	Y	0	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2065	329	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2065	14:15	N	84	F	Y	Y	Y	0	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2066	330	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2066	14:15	Y	73	F	Y	Y	N	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2067	331	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2067	14:15	N	83	F	Y	Y	Y	0	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2069	332	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2069	15:45	Y	78	M	Y	Y	N	N/A	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2070	333	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2070	15:45	N	83	F	Y	Y	Y	0	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_1941	334	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	1941	15:45	N	85	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	otoliths	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_2190	335	10/9/2019	South Santiam	Raft	DA	EP	10:15	16:07	11.5	Foster Dam to Pleasant Valley	2190	15:45	Y	91	M	Y	Y	N	N/A	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SSNT	OtsCC19SSNT_1450	336	10/9/2019	South Santiam	Raft	MP	CZ	11:29	14:00	11.2	Pleasant Valley to McDowell Creek	1450	13:30	N	92	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	otoliths in sample pack - no vial	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19SFMK	OtsCC19SFMK_1625	337	10/9/2019	South Fork McKenzie 	IK	AP	BL	12:25	14:26	11.2	Bridge to Mouth	1625	13:30	Y	82	F	Y	Y	N	0	N/A	N	N/A	N/A	Phase 2 to Phase 1	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_1626	338	10/9/2019	South Fork McKenzie 	IK	AP	BL	12:25	14:26	11.2	Bridge to Mouth	1626	13:30	Y	76	F	Y	Y	N	5	N/A	N	N/A	N/A	Phase 2 to Phase 1	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19SFMK	OtsCC19SFMK_1627	339	10/9/2019	South Fork McKenzie 	IK	AP	BL	12:25	14:26	11.2	Bridge to Mouth	1627	13:30	N	91	M	Y	Y	Y	N/A	N/A	Y	BLUE	525	BLUE floy tag 0525- Phase 2 to Phase 1	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2189	340	10/10/2019	McKenzie	Raft & IK	AP	KH	9:06	10:05	7.4	Leaberg Landing to Deerhorn	2189	9:30	Y	72	M	Y	N	N	N/A	19P_8051	N	N/A	N/A	DNA FROM PECTORAL CAMERA 0166 PIC 1469	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2164	341	10/10/2019	McKenzie	Raft & IK	AP	KH	10:10	16:54	7.5	Deerhorn to Hendricks	2164	15:25	Y	73	M	Y	Y	N	N/A	19P_8035	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2188	342	10/10/2019	McKenzie	Raft & IK	AP	KH	10:10	16:54	7.5	Deerhorn to Hendricks	2188	15:25	Y	70	F	Y	Y	N	0	19P_8052	N	N/A	N/A	photos 4322-23	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1942	343	10/10/2019	McKenzie	Raft & IK	AP	KH	10:10	16:54	7.5	Deerhorn to Hendricks	1942	14:45	N	81	F	Y	Y	Y	0	N/A	N	N/A	N/A	Photos 384-4288 through 91	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1943	344	10/10/2019	McKenzie	Raft & IK	AP	KH	10:10	16:54	7.5	Deerhorn to Hendricks	1943	14:45	N	79	F	Y	Y	Y	0	N/A	N	N/A	N/A	photos 4292-4300	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1944	345	10/10/2019	McKenzie	Raft & IK	AP	KH	10:10	16:54	7.5	Deerhorn to Hendricks	1944	14:45	Y	77	M	Y	Y	N	N/A	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1945	346	10/10/2019	McKenzie	Raft & IK	AP	KH	10:10	16:54	7.5	Deerhorn to Hendricks	1945	14:45	Y	78	F	Y	Y	N	0	N/A	N	N/A	N/A	Black eggs photos 4301-4303	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1946	347	10/10/2019	McKenzie	Raft & IK	AP	KH	10:10	16:54	7.5	Deerhorn to Hendricks	1946	14:45	N	81	F	Y	Y	Y	0	N/A	N	N/A	N/A	photos 4304-4307	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1947	348	10/10/2019	McKenzie	Raft & IK	AP	KH	10:10	16:54	7.5	Deerhorn to Hendricks	1947	14:45	N	86	F	Y	Y	Y	20	N/A	N	N/A	N/A	photos 4308-4310	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1948	349	10/10/2019	McKenzie	Raft & IK	AP	KH	10:10	16:54	7.5	Deerhorn to Hendricks	1948	14:45	N	74	F	Y	Y	Y	0	N/A	N	N/A	N/A	photo 4312	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2334	350	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2334	12:30	N	81	F	Y	Y	Y	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2333	351	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2333	12:30	N	71	M	Y	Y	Y	N/A	N/A	Y	GREY	292	Floy Tag Gray 292	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2391	352	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2391	12:30	N	75	F	Y	Y	Y	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2392	353	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2392	12:30	N	78	F	Y	Y	Y	0	N/A	Y	WHITE	270	Floy Tag White 270	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2393	354	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2393	12:30	N	72	F	Y	Y	Y	0	N/A	Y	GREY	200	One of otoliths broken floy gr 200	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2394	355	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2394	12:30	N	Unknown	F	Y	Y	Y	0	N/A	Y	GREY	174	Floy tag gray 174/ Missing tail	MP	17-Oct-19	MRM	17-Oct-19
